timestamp_utc,action,original_path,archive_path,sha256_before,reason,sha256_after
2026-09-14T13:01:10Z,copied_before_edit,src/research/provenance.py,archive/research_framework_phase1a_provenance_2026-09-14/src/research/provenance.py,c872d72322172f87466e1cea4dba9dfc91fb854162cd8bf7d0718f5cabce069d,pre-edit snapshot: add shared git_commit/sha256_file/utc helpers (Phase 1 dedup target),
2026-09-14T13:01:41Z,edited_in_place,src/research/provenance.py,archive/research_framework_phase1a_provenance_2026-09-14/src/research/provenance.py,c872d72322172f87466e1cea4dba9dfc91fb854162cd8bf7d0718f5cabce069d,added git_commit/sha256_file/utc_stamp_compact/utc_now_iso (additive; existing blocks unchanged),99a458315b11faccbe932c322317a5726753e9130151cff3a4c08677e62537e3
2026-09-14T13:03:35Z,copied_before_edit,scripts/research/qualify_carry.py,archive/research_framework_phase1a_provenance_2026-09-14/scripts/research/qualify_carry.py,cabbd275f87ffb68c10c09b53b47e74523b9979cf69de8cb1db71d816b3195f6,pre-edit snapshot: Phase 1a dedup: private _git_commit (variant 9b89feee8d) replaced by same-named import of research.provenance.git_commit; call sites unchanged,
2026-09-14T13:03:35Z,copied_before_edit,scripts/research/qualify_cross_sectional.py,archive/research_framework_phase1a_provenance_2026-09-14/scripts/research/qualify_cross_sectional.py,675bcf1894217b5e355c8a94a5ef569fc4afd11a51293de8e8d42ae4afab439a,pre-edit snapshot: Phase 1a dedup: private _git_commit (variant 9b89feee8d) replaced by same-named import of research.provenance.git_commit; call sites unchanged,
2026-09-14T13:03:35Z,copied_before_edit,scripts/research/qualify_fx_metals.py,archive/research_framework_phase1a_provenance_2026-09-14/scripts/research/qualify_fx_metals.py,7a46c13b0f93f05e96762b19f87988dc736fc7f27e18ba5740a2cdfa1402d9a7,pre-edit snapshot: Phase 1a dedup: private _git_commit (variant 9b89feee8d) replaced by same-named import of research.provenance.git_commit; call sites unchanged,
2026-09-14T13:03:35Z,copied_before_edit,scripts/research/qualify_harvest.py,archive/research_framework_phase1a_provenance_2026-09-14/scripts/research/qualify_harvest.py,213833374a8e51028d9f1cc107cf01860900dc3781cc8c199966bad6ae5db545,pre-edit snapshot: Phase 1a dedup: private _git_commit (variant 9b89feee8d) replaced by same-named import of research.provenance.git_commit; call sites unchanged,
2026-09-14T13:03:35Z,copied_before_edit,scripts/research/qualify_htf.py,archive/research_framework_phase1a_provenance_2026-09-14/scripts/research/qualify_htf.py,fc4e809cca1aa3a2bda9c4411cad9d771a44819ff46be9eff64a012f5b410f7e,pre-edit snapshot: Phase 1a dedup: private _git_commit (variant 9b89feee8d) replaced by same-named import of research.provenance.git_commit; call sites unchanged,
2026-09-14T13:03:35Z,copied_before_edit,scripts/research/qualify_m5_straddle.py,archive/research_framework_phase1a_provenance_2026-09-14/scripts/research/qualify_m5_straddle.py,6600739e38069c7a031de10a7d7d18ac9cbd79271a7af34bfdbd65bbb8b38f79,pre-edit snapshot: Phase 1a dedup: private _git_commit (variant 9b89feee8d) replaced by same-named import of research.provenance.git_commit; call sites unchanged,
2026-09-14T13:03:35Z,copied_before_edit,scripts/research/qualify_majors.py,archive/research_framework_phase1a_provenance_2026-09-14/scripts/research/qualify_majors.py,a922aa924cd5aa8499ff0103c4acdcabd30327f45ccef9f87222c3363dd1b3c2,pre-edit snapshot: Phase 1a dedup: private _git_commit (variant 9b89feee8d) replaced by same-named import of research.provenance.git_commit; call sites unchanged,
2026-09-14T13:03:35Z,copied_before_edit,scripts/research/qualify_regime_conditioning.py,archive/research_framework_phase1a_provenance_2026-09-14/scripts/research/qualify_regime_conditioning.py,a6041ef2ff20bb65a06b199d438defc955440047e3f0d4e2c1eab2a78341883c,pre-edit snapshot: Phase 1a dedup: private _git_commit (variant 9b89feee8d) replaced by same-named import of research.provenance.git_commit; call sites unchanged,
2026-09-14T13:03:35Z,copied_before_edit,scripts/research/qualify_regime_transition.py,archive/research_framework_phase1a_provenance_2026-09-14/scripts/research/qualify_regime_transition.py,a4296a976aae1e72028c27370cc2c5a654c02b8093247632bdba6063ea82ad11,pre-edit snapshot: Phase 1a dedup: private _git_commit (variant 9b89feee8d) replaced by same-named import of research.provenance.git_commit; call sites unchanged,
2026-09-14T13:03:35Z,copied_before_edit,scripts/research/qualify_transitions.py,archive/research_framework_phase1a_provenance_2026-09-14/scripts/research/qualify_transitions.py,d768ef2905676b9df182bdc861b8fb1659a83c5d4c9d07d5c980a7788caf247a,pre-edit snapshot: Phase 1a dedup: private _git_commit (variant 9b89feee8d) replaced by same-named import of research.provenance.git_commit; call sites unchanged,
2026-09-14T13:03:35Z,copied_before_edit,scripts/research/qualify_weekly_sweep.py,archive/research_framework_phase1a_provenance_2026-09-14/scripts/research/qualify_weekly_sweep.py,a842ff3862387aeff543d15f04f35f20a273b2eb49aa7ee46f9c4e376f67bceb,pre-edit snapshot: Phase 1a dedup: private _git_commit (variant 9b89feee8d) replaced by same-named import of research.provenance.git_commit; call sites unchanged,
