timestamp_utc,action,original_path,archive_path,sha256_before,reason,sha256_after
2026-09-14T13:56:52Z,copied_before_edit,scripts/research/qualify_fx_metals.py,archive/research_framework_phase2b_qualify_matrix_2026-09-14/scripts/research/qualify_fx_metals.py,8ce5de24862036c21c90046e29cd42615c33853518f72233d27cf697b3e07e3d,"pre-edit snapshot: Phase 2b dedup: private _csv_map (b83c62316c/08e71a58eb) -> research.qualify_matrix.csv_map; private _winning_control (variant 7c421cd3a9, pooled highest-net-expectancy control) -> research.qualify_matrix.winning_control; same-named imports, call sites unchanged",
2026-09-14T13:56:52Z,copied_before_edit,scripts/research/qualify_htf.py,archive/research_framework_phase2b_qualify_matrix_2026-09-14/scripts/research/qualify_htf.py,6514b0e4811c23d7f90f3c2498e66f4d2235fe6ed82cc687f3a5720e8bf3fc56,"pre-edit snapshot: Phase 2b dedup: private _csv_map (b83c62316c/08e71a58eb) -> research.qualify_matrix.csv_map; private _winning_control (variant 7c421cd3a9, pooled highest-net-expectancy control) -> research.qualify_matrix.winning_control; same-named imports, call sites unchanged",
2026-09-14T13:56:52Z,copied_before_edit,scripts/research/qualify_m5_straddle.py,archive/research_framework_phase2b_qualify_matrix_2026-09-14/scripts/research/qualify_m5_straddle.py,eeab98e1473fdf3df46c1fce90f9c7a1802c85135372cf813e6805e4a50a8ef3,"pre-edit snapshot: Phase 2b dedup: private _csv_map (b83c62316c/08e71a58eb) -> research.qualify_matrix.csv_map; private _winning_control (variant 7c421cd3a9, pooled highest-net-expectancy control) -> research.qualify_matrix.winning_control; same-named imports, call sites unchanged",
2026-09-14T13:56:52Z,copied_before_edit,scripts/research/qualify_majors.py,archive/research_framework_phase2b_qualify_matrix_2026-09-14/scripts/research/qualify_majors.py,2c5b2582181ff3dd2ef51be1c51f3fae2963120c8491f2d652754e57ffac389a,"pre-edit snapshot: Phase 2b dedup: private _csv_map (b83c62316c/08e71a58eb) -> research.qualify_matrix.csv_map; private _winning_control (variant 7c421cd3a9, pooled highest-net-expectancy control) -> research.qualify_matrix.winning_control; same-named imports, call sites unchanged",
2026-09-14T13:56:52Z,copied_before_edit,scripts/research/qualify_transitions.py,archive/research_framework_phase2b_qualify_matrix_2026-09-14/scripts/research/qualify_transitions.py,fc49da16736518058d04cb243d8c8fadaf724d283ac3a0c6e4253448017fe87a,"pre-edit snapshot: Phase 2b dedup: private _csv_map (b83c62316c/08e71a58eb) -> research.qualify_matrix.csv_map; private _winning_control (variant 7c421cd3a9, pooled highest-net-expectancy control) -> research.qualify_matrix.winning_control; same-named imports, call sites unchanged",
2026-09-14T13:56:52Z,copied_before_edit,scripts/research/qualify_weekly_sweep.py,archive/research_framework_phase2b_qualify_matrix_2026-09-14/scripts/research/qualify_weekly_sweep.py,6e20d610ada611f6b649319dd9ae852b5a77dcc3ca3ec2788be0410b12a00c2d,"pre-edit snapshot: Phase 2b dedup: private _csv_map (b83c62316c/08e71a58eb) -> research.qualify_matrix.csv_map; private _winning_control (variant 7c421cd3a9, pooled highest-net-expectancy control) -> research.qualify_matrix.winning_control; same-named imports, call sites unchanged",
2026-09-14T13:56:52Z,edited_in_place,scripts/research/qualify_fx_metals.py,archive/research_framework_phase2b_qualify_matrix_2026-09-14/scripts/research/qualify_fx_metals.py,8ce5de24862036c21c90046e29cd42615c33853518f72233d27cf697b3e07e3d,"Phase 2b dedup: private _csv_map (b83c62316c/08e71a58eb) -> research.qualify_matrix.csv_map; private _winning_control (variant 7c421cd3a9, pooled highest-net-expectancy control) -> research.qualify_matrix.winning_control; same-named imports, call sites unchanged",6088770566281be2a59cc4850fa3a760ba6bacd915c0a70054a2324ae25d60a6
2026-09-14T13:56:52Z,edited_in_place,scripts/research/qualify_htf.py,archive/research_framework_phase2b_qualify_matrix_2026-09-14/scripts/research/qualify_htf.py,6514b0e4811c23d7f90f3c2498e66f4d2235fe6ed82cc687f3a5720e8bf3fc56,"Phase 2b dedup: private _csv_map (b83c62316c/08e71a58eb) -> research.qualify_matrix.csv_map; private _winning_control (variant 7c421cd3a9, pooled highest-net-expectancy control) -> research.qualify_matrix.winning_control; same-named imports, call sites unchanged",23416751f8bf17d685bff227b1570b79e1ffc8ebd9222e87824b2a940aa205e7
2026-09-14T13:56:52Z,edited_in_place,scripts/research/qualify_m5_straddle.py,archive/research_framework_phase2b_qualify_matrix_2026-09-14/scripts/research/qualify_m5_straddle.py,eeab98e1473fdf3df46c1fce90f9c7a1802c85135372cf813e6805e4a50a8ef3,"Phase 2b dedup: private _csv_map (b83c62316c/08e71a58eb) -> research.qualify_matrix.csv_map; private _winning_control (variant 7c421cd3a9, pooled highest-net-expectancy control) -> research.qualify_matrix.winning_control; same-named imports, call sites unchanged",9d6b260483aead75a8bfc75ce2ba16b97af32522bbbb42e48cb34cfe0ca20883
2026-09-14T13:56:52Z,edited_in_place,scripts/research/qualify_majors.py,archive/research_framework_phase2b_qualify_matrix_2026-09-14/scripts/research/qualify_majors.py,2c5b2582181ff3dd2ef51be1c51f3fae2963120c8491f2d652754e57ffac389a,"Phase 2b dedup: private _csv_map (b83c62316c/08e71a58eb) -> research.qualify_matrix.csv_map; private _winning_control (variant 7c421cd3a9, pooled highest-net-expectancy control) -> research.qualify_matrix.winning_control; same-named imports, call sites unchanged",57db7f1bf050dd8dbfc3c1dd53e9c82729c96738804e6376e6beea9dfef4a907
