timestamp_utc,action,original_path,archive_path,sha256_before,reason,sha256_after
2026-09-14T13:08:38Z,copied_before_edit,scripts/analysis/blind_label_sample.py,archive/research_framework_phase1c_provenance_2026-09-14/scripts/analysis/blind_label_sample.py,0459ebb510c91675e192565331b876877c441d15166049c2c45aae8a20e6fd89,"pre-edit snapshot: Phase 1c dedup: private _sha256/_sha256_file (streaming 1MiB SHA-256, variant 58ea5a0042) -> same-named import of research.provenance.sha256_file; call sites unchanged",
2026-09-14T13:08:38Z,copied_before_edit,scripts/analysis/crt_xauusd_runtime_trace.py,archive/research_framework_phase1c_provenance_2026-09-14/scripts/analysis/crt_xauusd_runtime_trace.py,94af8af3441e008bd57d86c98dc694c9a72712960c6be2cb8b3ece5fa47dbed3,"pre-edit snapshot: Phase 1c dedup: private _sha256/_sha256_file (streaming 1MiB SHA-256, variant 58ea5a0042) -> same-named import of research.provenance.sha256_file; call sites unchanged",
2026-09-14T13:08:38Z,copied_before_edit,scripts/analysis/feature_trace_report.py,archive/research_framework_phase1c_provenance_2026-09-14/scripts/analysis/feature_trace_report.py,da65a5d1676ebf756063a1a1a013f9dd217ec35e0292ebd93606736be488e9bc,"pre-edit snapshot: Phase 1c dedup: private _sha256/_sha256_file (streaming 1MiB SHA-256, variant 58ea5a0042) -> same-named import of research.provenance.sha256_file; call sites unchanged",
2026-09-14T13:08:38Z,copied_before_edit,scripts/analysis/implementation_model_validation_xauusd.py,archive/research_framework_phase1c_provenance_2026-09-14/scripts/analysis/implementation_model_validation_xauusd.py,575d15eb345ee7a881503575a0abc3405b223fc94e2d63d9c8eab877fce99c15,"pre-edit snapshot: Phase 1c dedup: private _sha256/_sha256_file (streaming 1MiB SHA-256, variant 58ea5a0042) -> same-named import of research.provenance.sha256_file; call sites unchanged",
2026-09-14T13:08:38Z,copied_before_edit,scripts/analysis/mature_semantic_audit.py,archive/research_framework_phase1c_provenance_2026-09-14/scripts/analysis/mature_semantic_audit.py,99634cbbb7daab66005ce580c4c0e64023c38f14e09d5b7f95ddad404ca25668,"pre-edit snapshot: Phase 1c dedup: private _sha256/_sha256_file (streaming 1MiB SHA-256, variant 58ea5a0042) -> same-named import of research.provenance.sha256_file; call sites unchanged",
2026-09-14T13:08:38Z,copied_before_edit,scripts/analysis/mother_range_inside_close.py,archive/research_framework_phase1c_provenance_2026-09-14/scripts/analysis/mother_range_inside_close.py,9dd616fa0c4d1e049fb588bf28c2a40b655a7144427e2fead20fbe16f7bc0de3,"pre-edit snapshot: Phase 1c dedup: private _sha256/_sha256_file (streaming 1MiB SHA-256, variant 58ea5a0042) -> same-named import of research.provenance.sha256_file; call sites unchanged",
2026-09-14T13:08:38Z,copied_before_edit,scripts/analysis/phase1_resolver_replay_evidence.py,archive/research_framework_phase1c_provenance_2026-09-14/scripts/analysis/phase1_resolver_replay_evidence.py,7cbf8699c4a02893c91b93c4f929484bd73aeb75b21352456647e317b446d74d,"pre-edit snapshot: Phase 1c dedup: private _sha256/_sha256_file (streaming 1MiB SHA-256, variant 58ea5a0042) -> same-named import of research.provenance.sha256_file; call sites unchanged",
2026-09-14T13:08:38Z,copied_before_edit,scripts/analysis/phase1_resolver_replay_sample_acquisition.py,archive/research_framework_phase1c_provenance_2026-09-14/scripts/analysis/phase1_resolver_replay_sample_acquisition.py,62a259e0eed45fc32efa1dec41d86718f9972e7d9570015d677fe085f301f3a1,"pre-edit snapshot: Phase 1c dedup: private _sha256/_sha256_file (streaming 1MiB SHA-256, variant 58ea5a0042) -> same-named import of research.provenance.sha256_file; call sites unchanged",
2026-09-14T13:08:38Z,copied_before_edit,scripts/analysis/phase1_shadow_memory_subsystem_probe.py,archive/research_framework_phase1c_provenance_2026-09-14/scripts/analysis/phase1_shadow_memory_subsystem_probe.py,54f570baafd819565e5cf2910f2e74b450ea2bae2a0499f39cd5df8e7cc6ff8f,"pre-edit snapshot: Phase 1c dedup: private _sha256/_sha256_file (streaming 1MiB SHA-256, variant 58ea5a0042) -> same-named import of research.provenance.sha256_file; call sites unchanged",
2026-09-14T13:08:38Z,copied_before_edit,scripts/analysis/run_gaussian_xauusd_2m.py,archive/research_framework_phase1c_provenance_2026-09-14/scripts/analysis/run_gaussian_xauusd_2m.py,84a9e3183b4c6540606db08534615b9f5b8387eda83b071fabdf9228359991f3,"pre-edit snapshot: Phase 1c dedup: private _sha256/_sha256_file (streaming 1MiB SHA-256, variant 58ea5a0042) -> same-named import of research.provenance.sha256_file; call sites unchanged",
