timestamp_utc,action,original_path,archive_path,sha256_before,reason,sha256_after
2026-09-14T13:10:00Z,copied_before_edit,scripts/analysis/phase1_shadow_create_economic_census.py,archive/research_framework_phase1d_provenance_2026-09-14/scripts/analysis/phase1_shadow_create_economic_census.py,55d660435c9c17feff35ef2cc58d9e22e1aeba66d65af775fcced498ba07bace,"pre-edit snapshot: Phase 1d dedup: private _sha256_file / _sha (streaming 1MiB SHA-256, variants 58ea5a0042/88dc0288cd/5b64ee474a/6ac2da0004) -> research.provenance.sha256_file; private _utc (variant c87b462e43) -> research.provenance.utc_stamp_compact; same-named imports, call sites unchanged",
2026-09-14T13:10:00Z,copied_before_edit,scripts/analysis/run_crt_local_math_parity_audit.py,archive/research_framework_phase1d_provenance_2026-09-14/scripts/analysis/run_crt_local_math_parity_audit.py,b5075a34387f7814e821802691136bb2bfc20f30c47c8e98ef1bd0e10ba52680,"pre-edit snapshot: Phase 1d dedup: private _sha256_file / _sha (streaming 1MiB SHA-256, variants 58ea5a0042/88dc0288cd/5b64ee474a/6ac2da0004) -> research.provenance.sha256_file; private _utc (variant c87b462e43) -> research.provenance.utc_stamp_compact; same-named imports, call sites unchanged",
2026-09-14T13:10:00Z,copied_before_edit,scripts/analysis/run_msip_shadow.py,archive/research_framework_phase1d_provenance_2026-09-14/scripts/analysis/run_msip_shadow.py,05bbdb7ada5ef1acd09e68f249e0296d80665f349a3c2823a06811586b3dace3,"pre-edit snapshot: Phase 1d dedup: private _sha256_file / _sha (streaming 1MiB SHA-256, variants 58ea5a0042/88dc0288cd/5b64ee474a/6ac2da0004) -> research.provenance.sha256_file; private _utc (variant c87b462e43) -> research.provenance.utc_stamp_compact; same-named imports, call sites unchanged",
2026-09-14T13:10:00Z,copied_before_edit,scripts/analysis/run_rr_xauusd_2m.py,archive/research_framework_phase1d_provenance_2026-09-14/scripts/analysis/run_rr_xauusd_2m.py,e67d7e6f879fe8e40aecb9e37ad37516e38e9f9fb366a85b429e24a0437599fb,"pre-edit snapshot: Phase 1d dedup: private _sha256_file / _sha (streaming 1MiB SHA-256, variants 58ea5a0042/88dc0288cd/5b64ee474a/6ac2da0004) -> research.provenance.sha256_file; private _utc (variant c87b462e43) -> research.provenance.utc_stamp_compact; same-named imports, call sites unchanged",
2026-09-14T13:10:00Z,copied_before_edit,scripts/analysis/run_zonegate_xauusd_2m.py,archive/research_framework_phase1d_provenance_2026-09-14/scripts/analysis/run_zonegate_xauusd_2m.py,c27ffd024b06fbcd45758f38a537af2f53d9cab3956c7baccec185f0cf9499c2,"pre-edit snapshot: Phase 1d dedup: private _sha256_file / _sha (streaming 1MiB SHA-256, variants 58ea5a0042/88dc0288cd/5b64ee474a/6ac2da0004) -> research.provenance.sha256_file; private _utc (variant c87b462e43) -> research.provenance.utc_stamp_compact; same-named imports, call sites unchanged",
2026-09-14T13:10:00Z,copied_before_edit,scripts/analysis/shadow_cross_range_restoration_probe.py,archive/research_framework_phase1d_provenance_2026-09-14/scripts/analysis/shadow_cross_range_restoration_probe.py,55d468a86890d9f27bfd47f6c8e27839ee09954374047e9ebf4a82693dfd83f1,"pre-edit snapshot: Phase 1d dedup: private _sha256_file / _sha (streaming 1MiB SHA-256, variants 58ea5a0042/88dc0288cd/5b64ee474a/6ac2da0004) -> research.provenance.sha256_file; private _utc (variant c87b462e43) -> research.provenance.utc_stamp_compact; same-named imports, call sites unchanged",
2026-09-14T13:10:00Z,copied_before_edit,scripts/analysis/soft_conf_ema_double_update_probe.py,archive/research_framework_phase1d_provenance_2026-09-14/scripts/analysis/soft_conf_ema_double_update_probe.py,9732a68461d00c0a3a9a657c58aca3fc9a030b246b609910becf7e293471983d,"pre-edit snapshot: Phase 1d dedup: private _sha256_file / _sha (streaming 1MiB SHA-256, variants 58ea5a0042/88dc0288cd/5b64ee474a/6ac2da0004) -> research.provenance.sha256_file; private _utc (variant c87b462e43) -> research.provenance.utc_stamp_compact; same-named imports, call sites unchanged",
2026-09-14T13:10:00Z,copied_before_edit,scripts/research/h_rr_threshold_001.py,archive/research_framework_phase1d_provenance_2026-09-14/scripts/research/h_rr_threshold_001.py,2eaa779994be5e397a552402321e8b0e43f6d4816c3c707ce3699bd82781c9ae,"pre-edit snapshot: Phase 1d dedup: private _sha256_file / _sha (streaming 1MiB SHA-256, variants 58ea5a0042/88dc0288cd/5b64ee474a/6ac2da0004) -> research.provenance.sha256_file; private _utc (variant c87b462e43) -> research.provenance.utc_stamp_compact; same-named imports, call sites unchanged",
2026-09-14T13:10:00Z,copied_before_edit,scripts/research/run_h_msip_001.py,archive/research_framework_phase1d_provenance_2026-09-14/scripts/research/run_h_msip_001.py,cce4dbb1c04bf23fc74c81190b038bdb512f4eb5ffccc31ba1f3ed4a62bce843,"pre-edit snapshot: Phase 1d dedup: private _sha256_file / _sha (streaming 1MiB SHA-256, variants 58ea5a0042/88dc0288cd/5b64ee474a/6ac2da0004) -> research.provenance.sha256_file; private _utc (variant c87b462e43) -> research.provenance.utc_stamp_compact; same-named imports, call sites unchanged",
2026-09-14T13:10:00Z,copied_before_edit,scripts/research/run_xau_metals_protocol_v1.py,archive/research_framework_phase1d_provenance_2026-09-14/scripts/research/run_xau_metals_protocol_v1.py,dde30ca51f92d1f2be705c994d0899c12003b90ccaa29de3d8f251111e6425c9,"pre-edit snapshot: Phase 1d dedup: private _sha256_file / _sha (streaming 1MiB SHA-256, variants 58ea5a0042/88dc0288cd/5b64ee474a/6ac2da0004) -> research.provenance.sha256_file; private _utc (variant c87b462e43) -> research.provenance.utc_stamp_compact; same-named imports, call sites unchanged",
2026-09-14T13:10:00Z,copied_before_edit,scripts/research/visual_state_sample.py,archive/research_framework_phase1d_provenance_2026-09-14/scripts/research/visual_state_sample.py,903594c4263f78e9336c901e63505e355f2a3977d7accff49abd5a76d7098125,"pre-edit snapshot: Phase 1d dedup: private _sha256_file / _sha (streaming 1MiB SHA-256, variants 58ea5a0042/88dc0288cd/5b64ee474a/6ac2da0004) -> research.provenance.sha256_file; private _utc (variant c87b462e43) -> research.provenance.utc_stamp_compact; same-named imports, call sites unchanged",
2026-09-14T13:10:00Z,copied_before_edit,scripts/research/xauusd_gaussian_econ_ledger.py,archive/research_framework_phase1d_provenance_2026-09-14/scripts/research/xauusd_gaussian_econ_ledger.py,0418331849ee1079cecc9acd5f842823b6c54ba1fcb2e0b7e8198d0902398873,"pre-edit snapshot: Phase 1d dedup: private _sha256_file / _sha (streaming 1MiB SHA-256, variants 58ea5a0042/88dc0288cd/5b64ee474a/6ac2da0004) -> research.provenance.sha256_file; private _utc (variant c87b462e43) -> research.provenance.utc_stamp_compact; same-named imports, call sites unchanged",
