timestamp_utc,action,original_path,archive_path,sha256_before,reason,sha256_after
2026-09-14T12:36:23Z,copied_before_edit,scripts/analysis/fm021_retest_depth_certification.py,archive/research_framework_phase0_repair_2026-09-14/scripts/analysis/fm021_retest_depth_certification.py,1e238840d7368eccfca0cd49800ecc3eebd668738f5693892013aa1a26922c4e,pre-repair snapshot: live file broken (IndentationError) by unrecorded probes_extraction_clear18 load_py rewrite; kept byte-exact so the broken state is not lost,
2026-09-14T12:36:23Z,copied_before_edit,scripts/analysis/crt_declare_all_knobs_parity.py,archive/research_framework_phase0_repair_2026-09-14/scripts/analysis/crt_declare_all_knobs_parity.py,e5983f33d0fbfc939f33c93f48cde338033f2af94171f485f891374e9401a10d,pre-repair snapshot: live file broken (IndentationError) by unrecorded probes_extraction_clear18 load_py rewrite; kept byte-exact so the broken state is not lost,
2026-09-14T12:36:23Z,copied_before_edit,scripts/analysis/update_reachability_golden.py,archive/research_framework_phase0_repair_2026-09-14/scripts/analysis/update_reachability_golden.py,f24d99b1a4485280f273fec9a560a58d8c0484c2f97c6c9135718b0cb71f66b4,pre-repair snapshot: live file broken (IndentationError) by unrecorded probes_extraction_clear18 load_py rewrite; kept byte-exact so the broken state is not lost,
2026-09-14T12:36:23Z,copied_before_edit,scripts/analysis/hour_of_day_certification.py,archive/research_framework_phase0_repair_2026-09-14/scripts/analysis/hour_of_day_certification.py,7cae52124a0257d73d08a3197083eeca149c48a2e674dcc90b75b1ebdf5ede9f,pre-repair snapshot: live file broken (IndentationError) by unrecorded probes_extraction_clear18 load_py rewrite; kept byte-exact so the broken state is not lost,
2026-09-14T12:36:23Z,copied_before_edit,scripts/analysis/reachability_validation_report.py,archive/research_framework_phase0_repair_2026-09-14/scripts/analysis/reachability_validation_report.py,d2810b3f54ed0fbc94c15890de8f8ab6c65bbff10fe2df3be2f808a3be07097c,pre-repair snapshot: live file broken (IndentationError) by unrecorded probes_extraction_clear18 load_py rewrite; kept byte-exact so the broken state is not lost,
2026-09-14T12:36:23Z,copied_before_edit,scripts/analysis/session_certification.py,archive/research_framework_phase0_repair_2026-09-14/scripts/analysis/session_certification.py,5b5d09f8ee84d3dd5808e6d3b71a68cc311af73b332b12d0fb4aea6c07186b5a,pre-repair snapshot: live file broken (IndentationError) by unrecorded probes_extraction_clear18 load_py rewrite; kept byte-exact so the broken state is not lost,
2026-09-14T12:36:23Z,copied_before_edit,scripts/analysis/trend_strength_certification.py,archive/research_framework_phase0_repair_2026-09-14/scripts/analysis/trend_strength_certification.py,9d92e2d0fbf42039985abc7927dd8974294cd35d414a180c9714ad273fbca3c6,pre-repair snapshot: live file broken (IndentationError) by unrecorded probes_extraction_clear18 load_py rewrite; kept byte-exact so the broken state is not lost,
2026-09-14T12:36:23Z,copied_before_edit,scripts/analysis/volatility_regime_certification.py,archive/research_framework_phase0_repair_2026-09-14/scripts/analysis/volatility_regime_certification.py,4248dc47621251d442ffef27b586791473af9752a908ddef2f323108b7086a4d,pre-repair snapshot: live file broken (IndentationError) by unrecorded probes_extraction_clear18 load_py rewrite; kept byte-exact so the broken state is not lost,
2026-09-14T12:36:23Z,copied_before_edit,scripts/analysis/zone_assignment_parity_probe.py,archive/research_framework_phase0_repair_2026-09-14/scripts/analysis/zone_assignment_parity_probe.py,285570d624a8b3bdf6d3040ea0cc0986ea0378387190702a7082001275657a96,pre-repair snapshot: live file broken (IndentationError) by unrecorded probes_extraction_clear18 load_py rewrite; kept byte-exact so the broken state is not lost,
2026-09-14T12:37:30Z,edited_in_place,scripts/analysis/fm021_retest_depth_certification.py,archive/research_framework_phase0_repair_2026-09-14/scripts/analysis/fm021_retest_depth_certification.py,1e238840d7368eccfca0cd49800ecc3eebd668738f5693892013aa1a26922c4e,re-indent the single column-0 `mod = load_py(...)` statement into its function body (4 spaces); no other change,2622e1b933b7fa077ee0be2bdfcf38d46e5ed5b3ecc73b54f007bcec15853afe
